season,date,team1,team2,name1,name2,neutral,playoff,score1,score2,result1,cc_final,elo1_pre,elo2_pre,prob1,elo1_post,elo2_post,champ
2002,"2002-06-13","PHO","DAL","Phoenix Mercury","Detroit Shock",0,0,70,67,1,0,1479.8145187028283,1358.865897002894,0.760742263332991,1482.0167979477899,1356.6636177579323,""
2002,"2002-06-13","SAC","NYL","Sacramento Monarchs","New York Liberty",0,0,78,77,1,0,1507.1627803899164,1554.3332750633065,0.5471053454935881,1509.1702358962484,1552.3258195569745,""
2002,"2002-06-13","WAS","HOU","Washington Mystics","Houston Comets",0,0,70,64,1,0,1483.1271271996245,1529.6687007957764,0.5480022484757,1491.5226289082989,1521.273199087102,""
2002,"2002-06-14","CLE","WAS","Cleveland Rockers","Washington Mystics",0,0,63,69,0,0,1505.0041443425416,1491.5226289082989,0.6313756391335684,1491.6701116912427,1504.8566615595978,""
2002,"2002-06-14","PHO","SEA","Phoenix Mercury","Seattle Storm",0,0,82,90,0,0,1482.0167979477899,1421.787975588113,0.6915172114807888,1462.6565000908763,1441.1482734450267,""
2002,"2002-06-15","HOU","MIN","Houston Comets","Minnesota Lynx",0,0,51,50,1,0,1521.273199087102,1473.2916399485282,0.6762784300372386,1522.5891615673354,1471.9756774682949,""
2002,"2002-06-15","IND","CLE","Indiana Fever","Cleveland Rockers",0,0,68,79,0,0,1452.8924353639986,1491.6701116912427,0.5590468805493141,1434.7420812719067,1509.8204657833346,""
2002,"2002-06-15","CON","MIA","Orlando Miracle","Miami Sol",0,0,65,69,0,0,1458.0884487200638,1476.5615565862745,0.5876301861186641,1449.415257154016,1485.2347481523223,""
2002,"2002-06-15","POR","DAL","Portland Fire","Detroit Shock",0,0,67,60,1,0,1397.981631672542,1356.6636177579323,0.6678246453280156,1404.4240058951325,1350.221243535342,""
2002,"2002-06-15","SAC","LAS","Sacramento Monarchs","Los Angeles Sparks",0,0,66,72,0,0,1509.1702358962484,1627.1696227249763,0.44553149793058117,1500.9303579595385,1635.4095006616863,""
2002,"2002-06-15","LVA","SEA","Utah Starzz","Seattle Storm",0,0,61,54,1,0,1482.5881275673119,1441.1482734450267,0.6679802150384101,1489.02679724005,1434.7096037722886,""
2002,"2002-06-16","NYL","CHA","New York Liberty","Charlotte Sting",0,0,54,53,1,0,1552.3258195569745,1516.662118331304,0.6605651629696723,1553.720624407887,1515.2673134803915,""
2002,"2002-06-18","MIA","HOU","Miami Sol","Houston Comets",0,0,46,53,0,0,1485.2347481523223,1522.5891615673354,0.5610655676237509,1472.527639260331,1535.2962704593267,""
2002,"2002-06-18","NYL","CON","New York Liberty","Orlando Miracle",0,0,62,71,0,0,1553.720624407887,1449.415257154016,0.7428714724329865,1529.662218019988,1473.4736635419151,""
2002,"2002-06-18","PHO","SAC","Phoenix Mercury","Sacramento Monarchs",0,0,78,63,1,0,1462.6565000908763,1500.9303579595385,0.5597616989932169,1479.543601101865,1484.0432569485497,""
2002,"2002-06-18","POR","MIN","Portland Fire","Minnesota Lynx",0,0,59,51,1,0,1404.4240058951325,1471.9756774682949,0.5179069227758062,1415.925157817297,1460.4745255461303,""
2002,"2002-06-18","SEA","LAS","Seattle Storm","Los Angeles Sparks",0,0,68,80,0,0,1434.7096037722886,1635.4095006616863,0.33296515118124403,1424.7651906668336,1645.3539137671412,""
2002,"2002-06-18","LVA","IND","Utah Starzz","Indiana Fever",0,0,79,71,1,0,1489.02679724005,1434.7420812719067,0.684170568812915,1495.7661536339292,1428.0027248780275,""
2002,"2002-06-18","WAS","DAL","Washington Mystics","Detroit Shock",0,0,75,67,1,0,1504.8566615595978,1350.221243535342,0.7942391498814724,1508.8961277055037,1346.181777389436,""
2002,"2002-06-19","CHA","WAS","Charlotte Sting","Washington Mystics",0,0,78,64,1,0,1515.2673134803915,1508.8961277055037,0.6217993346418585,1528.4417072984252,1495.72173388747,""
2002,"2002-06-19","CLE","CON","Cleveland Rockers","Orlando Miracle",0,0,62,66,0,0,1509.8204657833346,1473.4736635419151,0.6614462889955486,1499.4655262202089,1483.8286031050409,""
2002,"2002-06-20","POR","IND","Portland Fire","Indiana Fever",0,0,72,81,0,0,1415.925157817297,1428.0027248780275,0.5965217098669233,1398.967935650183,1444.9599470451415,""
2002,"2002-06-20","SAC","SEA","Sacramento Monarchs","Seattle Storm",0,0,72,64,1,0,1484.0432569485497,1424.7651906668336,0.6903484843961798,1490.6223247417277,1418.1861228736557,""
2002,"2002-06-21","CLE","NYL","Cleveland Rockers","New York Liberty",0,0,80,69,1,0,1499.4655262202089,1529.662218019988,0.5711858151164014,1512.2030830782303,1516.9246611619665,""
2002,"2002-06-21","DAL","CON","Detroit Shock","Orlando Miracle",0,0,59,80,0,0,1346.181777389436,1483.8286031050409,0.41779255150238004,1325.5153000709329,1504.495080423544,""
2002,"2002-06-21","HOU","PHO","Houston Comets","Phoenix Mercury",0,0,61,59,1,0,1535.2962704593267,1479.543601101865,0.6859936542008623,1537.5037886815564,1477.3360828796353,""
2002,"2002-06-21","LAS","MIN","Los Angeles Sparks","Minnesota Lynx",0,0,73,64,1,0,1645.3539137671412,1460.4745255461303,0.8212395680700896,1649.1193025244584,1456.709136788813,""
2002,"2002-06-21","MIA","WAS","Miami Sol","Washington Mystics",0,0,60,65,0,0,1472.527639260331,1495.72173388747,0.5810295143358308,1462.3260656683503,1505.9233074794506,""
2002,"2002-06-21","SEA","IND","Seattle Storm","Indiana Fever",0,0,63,51,1,0,1418.1861228736557,1444.9599470451415,0.5760049558066727,1431.645386561798,1431.5006833569992,""
2002,"2002-06-22","CHA","MIA","Charlotte Sting","Miami Sol",0,0,76,63,1,0,1528.4417072984252,1462.3260656683503,0.6986987845194662,1537.8264144634359,1452.9413585033396,""
2002,"2002-06-22","SAC","LVA","Sacramento Monarchs","Utah Starzz",0,0,61,77,0,0,1490.6223247417277,1495.7661536339292,0.6060901733750428,1463.1217286943152,1523.2667496813417,""
2002,"2002-06-23","CON","NYL","Orlando Miracle","New York Liberty",0,0,77,65,1,0,1504.495080423544,1516.9246611619665,0.5960339046240332,1517.1494148471818,1504.2703267383288,""
2002,"2002-06-23","PHO","MIN","Phoenix Mercury","Minnesota Lynx",0,0,70,61,1,0,1477.3360828796353,1456.709136788813,0.6408960248368439,1486.0088950341085,1448.03632463434,""
2002,"2002-06-23","POR","HOU","Portland Fire","Houston Comets",0,0,58,71,0,0,1398.967935650183,1537.5037886815564,0.4165482499812006,1384.9400508598542,1551.5316734718854,""
2002,"2002-06-23","SEA","SAC","Seattle Storm","Sacramento Monarchs",0,0,86,60,1,0,1431.645386561798,1463.1217286943152,0.5693806397632456,1457.1309869152483,1437.6361283408648,""
2002,"2002-06-23","WAS","CLE","Washington Mystics","Cleveland Rockers",0,0,63,45,1,0,1505.9233074794506,1512.2030830782303,0.6045279341072012,1522.9619250262426,1495.1644655314383,""
2002,"2002-06-25","CLE","MIA","Cleveland Rockers","Miami Sol",0,0,71,50,1,0,1495.1644655314383,1452.9413585033396,0.6689794226581087,1510.612963742606,1437.4928602921718,""
2002,"2002-06-25","LAS","PHO","Los Angeles Sparks","Phoenix Mercury",0,0,89,66,1,0,1649.1193025244584,1486.0088950341085,0.8020975498782522,1658.1018372996912,1477.0263602588757,""
2002,"2002-06-25","MIN","HOU","Minnesota Lynx","Houston Comets",0,0,55,73,0,0,1448.03632463434,1551.5316734718854,0.46623892411587864,1426.981928233745,1572.5860698724803,""
2002,"2002-06-25","NYL","IND","New York Liberty","Indiana Fever",0,0,74,55,1,0,1504.2703267383288,1431.5006833569992,0.7067005155066679,1516.576081204344,1419.1949288909839,""
2002,"2002-06-25","SAC","WAS","Sacramento Monarchs","Washington Mystics",0,0,86,87,0,0,1437.6361283408648,1522.9619250262426,0.4923361627241043,1435.3953100889428,1525.2027432781647,""
2002,"2002-06-25","LVA","POR","Utah Starzz","Portland Fire",0,0,86,83,1,0,1523.2667496813417,1384.9400508598542,0.7784729439355398,1525.2772091600657,1382.9295913811302,""
2002,"2002-06-26","DAL","CHA","Detroit Shock","Charlotte Sting",0,0,73,80,0,0,1325.5153000709329,1537.8264144634359,0.3182894426799167,1319.4011274503468,1543.940587084022,""
2002,"2002-06-26","PHO","SEA","Phoenix Mercury","Seattle Storm",0,0,62,53,1,0,1477.0263602588757,1457.1309869152483,0.6399262338801508,1485.728274906579,1448.429072267545,""
2002,"2002-06-26","POR","CON","Portland Fire","Orlando Miracle",0,0,64,57,1,0,1382.9295913811302,1517.1494148471818,0.42259872356442335,1396.1633943904824,1503.9156118378296,""
2002,"2002-06-27","CLE","SAC","Cleveland Rockers","Sacramento Monarchs",0,0,73,50,1,0,1510.612963742606,1435.3953100889428,0.7096128771417867,1524.778991776804,1421.2292820547448,""
2002,"2002-06-27","LAS","WAS","Los Angeles Sparks","Washington Mystics",0,0,73,69,1,0,1658.1018372996912,1525.2027432781647,0.7730380169489417,1660.7060734186368,1522.598507159219,""
2002,"2002-06-27","SEA","CON","Seattle Storm","Orlando Miracle",0,0,73,71,1,0,1448.429072267545,1503.9156118378296,0.5352192834322042,1452.0445428952517,1500.300141210123,""
2002,"2002-06-28","DAL","MIA","Detroit Shock","Miami Sol",0,0,74,78,0,0,1319.4011274503468,1437.4928602921718,0.4454001822600586,1313.4461263880023,1443.4478613545164,""
2002,"2002-06-28","HOU","LVA","Houston Comets","Utah Starzz",0,0,73,57,1,0,1572.5860698724803,1525.2772091600657,0.6754300913038819,1584.7180215762721,1513.1452574562738,""
2002,"2002-06-28","IND","SAC","Indiana Fever","Sacramento Monarchs",0,0,67,60,1,0,1419.1949288909839,1421.2292820547448,0.6103553932387489,1427.0502714777292,1413.3739394679994,""
2002,"2002-06-28","NYL","CLE","New York Liberty","Cleveland Rockers",0,0,58,67,0,0,1516.576081204344,1524.778991776804,0.6018782380880199,1499.3966751279986,1541.9583978531496,""
2002,"2002-06-28","PHO","LAS","Phoenix Mercury","Los Angeles Sparks",0,0,72,84,0,0,1485.728274906579,1660.7060734186368,0.36662197637285904,1474.526056073227,1671.9082922519888,""
2002,"2002-06-28","POR","WAS","Portland Fire","Washington Mystics",0,0,72,66,1,0,1396.1633943904824,1522.598507159219,0.4335695705681544,1407.5477762688015,1511.2141252809,""
2002,"2002-06-29","MIN","CON","Minnesota Lynx","Orlando Miracle",0,0,67,59,1,0,1426.981928233745,1500.300141210123,0.5096146791663746,1438.7466151527542,1488.5354542911139,""
2002,"2002-06-30","CLE","LVA","Cleveland Rockers","Utah Starzz",0,0,62,79,0,0,1541.9583978531496,1513.1452574562738,0.6516679104920841,1509.7636664682454,1545.339988841178,""
2002,"2002-06-30","DAL","SAC","Detroit Shock","Sacramento Monarchs",0,0,71,60,1,0,1313.4461263880023,1413.3739394679994,0.4713529791876263,1330.2440409852568,1396.576024870745,""
2002,"2002-06-30","LAS","HOU","Los Angeles Sparks","Houston Comets",0,0,58,60,0,0,1671.9082922519888,1584.7180215762721,0.7236069802018728,1665.0141319285099,1591.612181899751,""
2002,"2002-06-30","MIA","IND","Miami Sol","Indiana Fever",0,0,65,59,1,0,1443.4478613545164,1427.0502714777292,0.635273795752127,1449.8404367357734,1420.6576960964721,""
2002,"2002-06-30","NYL","POR","New York Liberty","Portland Fire",0,0,44,54,0,0,1499.3966751279986,1407.5477762688015,0.7289381340672773,1474.090633305972,1432.853818090828,""
2002,"2002-06-30","WAS","CHA","Washington Mystics","Charlotte Sting",0,0,56,55,1,0,1511.2141252809,1543.940587084022,0.5676153396546014,1513.1047325239324,1542.0499798409894,""
2002,"2002-07-01","CHA","PHO","Charlotte Sting","Phoenix Mercury",0,0,90,68,1,0,1542.0499798409894,1474.526056073227,0.7004026482875927,1556.247650812206,1460.3283851020103,""
2002,"2002-07-01","MIN","DAL","Minnesota Lynx","Detroit Shock",0,0,85,80,1,0,1438.7466151527542,1330.2440409852568,0.7474594154093928,1442.2806138580927,1326.7100422799183,""
2002,"2002-07-02","CLE","POR","Cleveland Rockers","Portland Fire",0,0,64,68,0,0,1509.7636664682454,1432.853818090828,0.7116160369051764,1498.099751640457,1444.5177329186165,""
2002,"2002-07-02","NYL","SEA","New York Liberty","Seattle Storm",0,0,74,63,1,0,1474.090633305972,1452.0445428952517,0.6427739922267993,1484.2076694681696,1441.927506733054,""
2002,"2002-07-03","CHA","POR","Charlotte Sting","Portland Fire",0,0,73,76,0,0,1556.247650812206,1444.5177329186165,0.7509501374485813,1546.0583845471604,1454.7069991836622,""
2002,"2002-07-03","MIA","PHO","Miami Sol","Phoenix Mercury",0,0,86,61,1,0,1449.8404367357734,1460.3283851020103,0.5987221453751654,1472.4125355212866,1437.7562863164972,""
2002,"2002-07-03","MIN","WAS","Minnesota Lynx","Washington Mystics",0,0,63,64,0,0,1442.2806138580927,1513.1047325239324,0.5132020853727576,1439.9113163503978,1515.4740300316273,""
2002,"2002-07-03","CON","IND","Orlando Miracle","Indiana Fever",0,0,79,71,1,0,1488.5354542911139,1420.6576960964721,0.7008298806530169,1494.8450218912667,1414.3481284963193,""
2002,"2002-07-03","LVA","HOU","Utah Starzz","Houston Comets",0,0,67,78,0,0,1545.339988841178,1591.612181899751,0.5483863164673785,1527.671038511906,1609.281132229023,""
2002,"2002-07-05","CLE","SEA","Cleveland Rockers","Seattle Storm",0,0,65,73,0,0,1498.099751640457,1441.927506733054,0.6865136850767104,1478.9677533322613,1461.0595050412498,""
2002,"2002-07-05","LAS","SAC","Los Angeles Sparks","Sacramento Monarchs",0,0,87,65,1,0,1665.0141319285099,1396.576024870745,0.8814016633367437,1669.809239608121,1391.7809171911338,""
2002,"2002-07-05","MIA","CHA","Miami Sol","Charlotte Sting",0,0,68,72,0,0,1472.4125355212866,1546.0583845471604,0.5091433389298479,1465.3068072763876,1553.1641127920593,""
2002,"2002-07-05","LVA","MIN","Utah Starzz","Minnesota Lynx",0,0,87,56,1,0,1527.671038511906,1439.9113163503978,0.7242621043997595,1544.570154970905,1423.012199891399,""
2002,"2002-07-06","CHA","CLE","Charlotte Sting","Cleveland Rockers",0,0,78,67,1,0,1553.1641127920593,1478.9677533322613,0.7083999361578577,1561.0557627652756,1471.076103359045,""
2002,"2002-07-06","HOU","DAL","Houston Comets","Detroit Shock",0,0,61,40,1,0,1609.281132229023,1326.7100422799183,0.8896456776605646,1613.535980655966,1322.4551938529753,""
2002,"2002-07-06","IND","WAS","Indiana Fever","Washington Mystics",0,0,50,45,1,0,1414.3481284963193,1515.4740300316273,0.46963479740741737,1423.3275230508673,1506.4946354770793,""
2002,"2002-07-06","CON","PHO","Orlando Miracle","Phoenix Mercury",0,0,72,70,1,0,1494.8450218912667,1437.7562863164972,0.6876479732099086,1497.038374422276,1435.5629337854878,""
2002,"2002-07-07","LAS","LVA","Los Angeles Sparks","Utah Starzz",0,0,102,75,1,0,1669.809239608121,1544.570154970905,0.7652086226261058,1682.2991434173193,1532.0802511617067,""
2002,"2002-07-07","MIA","SEA","Miami Sol","Seattle Storm",0,0,65,61,1,0,1465.3068072763876,1461.0595050412498,0.6189199431219107,1470.188884542297,1456.1774277753404,""
2002,"2002-07-07","POR","SAC","Portland Fire","Sacramento Monarchs",0,0,74,59,1,0,1454.7069991836622,1391.7809171911338,0.694819493580578,1465.3947043961882,1381.0932119786078,""
2002,"2002-07-08","IND","CLE","Indiana Fever","Cleveland Rockers",0,0,68,57,1,0,1423.3275230508673,1471.076103359045,0.5462806688219486,1437.0296722440373,1457.373954165875,""
2002,"2002-07-08","NYL","PHO","New York Liberty","Phoenix Mercury",0,0,77,71,1,0,1484.2076694681696,1435.5629337854878,0.6771136278344929,1489.7080377647899,1430.0625654888674,""
2002,"2002-07-08","CON","WAS","Orlando Miracle","Washington Mystics",0,0,51,63,0,0,1497.038374422276,1506.4946354770793,0.6001481419241567,1475.5038502055502,1528.0291596938052,""
2002,"2002-07-08","LVA","DAL","Utah Starzz","Detroit Shock",0,0,94,76,1,0,1532.0802511617067,1322.4551938529753,0.8412042684206715,1537.793940632822,1316.74150438186,""
2002,"2002-07-09","CHA","MIA","Charlotte Sting","Miami Sol",0,0,55,66,0,0,1561.0557627652756,1470.188884542297,0.7278197353332786,1533.8181541472022,1497.4264931603705,""
2002,"2002-07-09","HOU","SEA","Houston Comets","Seattle Storm",0,0,67,59,1,0,1613.535980655966,1456.1774277753404,0.7967890989368445,1617.5167464950746,1452.1966619362317,""
2002,"2002-07-09","WAS","PHO","Washington Mystics","Phoenix Mercury",0,0,68,54,1,0,1528.0291596938052,1430.0625654888674,0.7358400667787258,1536.5274477526089,1421.5642774300638,""
2002,"2002-07-10","DAL","NYL","Detroit Shock","New York Liberty",0,0,66,63,1,0,1316.74150438186,1489.7080377647899,0.3693145823914389,1324.3872731860997,1482.0622689605502,""
2002,"2002-07-10","IND","LVA","Indiana Fever","Utah Starzz",0,0,69,82,0,0,1437.0296722440373,1537.793940632822,0.47015334248342167,1420.6219378456801,1554.201675031179,""
2002,"2002-07-10","MIN","POR","Minnesota Lynx","Portland Fire",0,0,72,75,0,0,1423.012199891399,1465.3947043961882,0.5539253735300177,1416.675335336402,1471.7315689511852,""
2002,"2002-07-11","PHO","HOU","Phoenix Mercury","Houston Comets",0,0,58,52,1,0,1421.5642774300638,1617.5167464950746,0.339062221801939,1435.8695814851912,1603.2114424399472,""
2002,"2002-07-11","SAC","CLE","Sacramento Monarchs","Cleveland Rockers",0,0,71,69,1,0,1381.0932119786078,1457.373954165875,0.5053522378036724,1385.0191727249587,1453.447993419524,""
2002,"2002-07-11","SEA","LAS","Seattle Storm","Los Angeles Sparks",0,0,79,60,1,0,1452.1966619362317,1682.2991434173193,0.2964919313506158,1491.9900257547579,1642.5057795987932,""
2002,"2002-07-12","DAL","MIN","Detroit Shock","Minnesota Lynx",0,0,72,69,1,0,1324.3872731860997,1416.675335336402,0.48232342689701385,1330.1605966850013,1410.9020118375004,""
2002,"2002-07-12","IND","MIA","Indiana Fever","Miami Sol",0,0,62,68,0,0,1420.6219378456801,1497.4264931603705,0.5045984849014578,1410.9115575194733,1507.1368734865773,""
2002,"2002-07-12","CON","CHA","Orlando Miracle","Charlotte Sting",0,0,67,72,0,0,1475.5038502055502,1533.8181541472022,0.5311677612122316,1466.5058251391802,1542.8161792135722,""
2002,"2002-07-12","POR","LAS","Portland Fire","Los Angeles Sparks",0,0,76,82,0,0,1471.7315689511852,1642.5057795987932,0.3722588718911057,1465.173936817814,1649.0634117321645,""
2002,"2002-07-12","SAC","HOU","Sacramento Monarchs","Houston Comets",0,0,60,74,0,0,1385.0191727249587,1603.2114424399472,0.3109892236477976,1374.6707565110205,1613.5598586538854,""
2002,"2002-07-12","SEA","CLE","Seattle Storm","Cleveland Rockers",0,0,58,62,0,0,1491.9900257547579,1453.447993419524,0.6642703040895385,1481.565552239402,1463.8724669348799,""
2002,"2002-07-13","CHA","MIN","Charlotte Sting","Minnesota Lynx",0,0,63,60,1,0,1542.8161792135722,1410.9020118375004,0.7720417282233877,1544.895773860078,1408.8224171909947,""
2002,"2002-07-13","MIA","CON","Miami Sol","Orlando Miracle",0,0,70,56,1,0,1507.1368734865773,1466.5058251391802,0.6669468196712118,1518.39011411622,1455.2525845095374,""
2002,"2002-07-13","LVA","PHO","Utah Starzz","Phoenix Mercury",0,0,75,66,1,0,1554.201675031179,1435.8695814851912,0.7579900293188513,1559.577787714175,1430.4934688021954,""
2002,"2002-07-13","WAS","NYL","Washington Mystics","New York Liberty",0,0,53,67,0,0,1536.5274477526089,1482.0622689605502,0.684394996953674,1506.7415707144396,1511.8481459987192,""
2002,"2002-07-17","CHA","CON","Charlotte Sting","Orlando Miracle",0,0,89,62,1,0,1544.895773860078,1455.2525845095374,0.7264220710078979,1559.8844103564397,1440.2639480131756,""
2002,"2002-07-17","IND","LAS","Indiana Fever","Los Angeles Sparks",0,0,58,73,0,0,1410.9115575194733,1649.0634117321645,0.2869189626899916,1400.993245441896,1658.9817238097417,""
2002,"2002-07-17","MIA","SAC","Miami Sol","Sacramento Monarchs",0,0,62,78,0,0,1518.39011411622,1374.6707565110205,0.7837800311361723,1476.1786123477614,1416.8822582794792,""
2002,"2002-07-17","MIN","CLE","Minnesota Lynx","Cleveland Rockers",0,0,48,58,0,0,1408.8224171909947,1463.8724669348799,0.5358442704806835,1392.9661685777644,1479.7287155481101,""
2002,"2002-07-17","POR","PHO","Portland Fire","Phoenix Mercury",0,0,73,61,1,0,1465.173936817814,1430.4934688021954,0.6592949456886447,1475.4034926014479,1420.2639130185614,""
2002,"2002-07-17","LVA","HOU","Utah Starzz","Houston Comets",0,0,75,67,1,0,1559.577787714175,1613.5598586538854,0.537372975102663,1570.4713680628136,1602.6662783052468,""
2002,"2002-07-18","NYL","LAS","New York Liberty","Los Angeles Sparks",0,0,72,59,1,0,1511.8481459987192,1658.9817238097417,0.4045717151989529,1534.5446465457096,1636.2852232627513,""
2002,"2002-07-18","WAS","DAL","Washington Mystics","Detroit Shock",0,0,63,59,1,0,1506.7415707144396,1330.1605966850013,0.8141188413945804,1508.801450033365,1328.100717366076,""
2002,"2002-07-19","CHA","SAC","Charlotte Sting","Sacramento Monarchs",0,0,70,51,1,0,1559.8844103564397,1416.8822582794792,0.7830795477762802,1568.471347469287,1408.295321166632,""
2002,"2002-07-19","IND","NYL","Indiana Fever","New York Liberty",0,0,62,70,0,0,1400.993245441896,1534.5446465457096,0.4235378875149678,1391.275887651435,1544.2620043361708,""
2002,"2002-07-19","MIN","MIA","Minnesota Lynx","Miami Sol",0,0,58,61,0,0,1392.9661685777644,1476.1786123477614,0.49537705352943645,1387.525229573902,1481.6195513516238,""
2002,"2002-07-19","CON","LVA","Orlando Miracle","Utah Starzz",0,0,84,73,1,0,1440.2639480131756,1570.4713680628136,0.42824450388809837,1458.9988929146857,1551.7364231613035,""
2002,"2002-07-19","POR","HOU","Portland Fire","Houston Comets",0,0,70,60,1,0,1475.4034926014479,1602.6662783052468,0.43239985151065774,1492.584702765083,1585.4850681416117,""
2002,"2002-07-19","SEA","PHO","Seattle Storm","Phoenix Mercury",0,0,89,48,1,0,1481.565552239402,1420.2639130185614,0.6928330436130999,1505.6459314475608,1396.1835338104027,""
2002,"2002-07-20","CLE","LAS","Cleveland Rockers","Los Angeles Sparks",0,0,50,63,0,0,1479.7287155481101,1636.2852232627513,0.39157545251480097,1466.7585384930953,1649.255400317766,""
2002,"2002-07-20","DAL","MIA","Detroit Shock","Miami Sol",0,0,69,48,1,0,1328.100717366076,1481.6195513516238,0.3957492569811791,1362.132714303622,1447.5875544140779,""
2002,"2002-07-20","SEA","HOU","Seattle Storm","Houston Comets",0,0,54,56,0,0,1505.6459314475608,1585.4850681416117,0.5002315008898877,1501.6605477473709,1589.4704518418016,""
2002,"2002-07-20","WAS","LVA","Washington Mystics","Utah Starzz",0,0,73,83,0,0,1508.801450033365,1551.7364231613035,0.5531394211827063,1492.231675300842,1568.3061978938265,""
2002,"2002-07-21","PHO","POR","Phoenix Mercury","Portland Fire",0,0,75,87,0,0,1396.1835338104027,1492.584702765083,0.47641433768055724,1380.522922642803,1508.2453139326826,""
2002,"2002-07-21","SAC","CON","Sacramento Monarchs","Orlando Miracle",0,0,62,60,1,0,1408.295321166632,1458.9988929146857,0.5420613087162712,1411.841330885689,1455.4528831956286,""
2002,"2002-07-22","IND","CHA","Indiana Fever","Charlotte Sting",0,0,73,72,1,0,1391.275887651435,1568.471347469287,0.36366268536990914,1394.493875866311,1565.2533592544107,""
2002,"2002-07-22","LAS","CON","Los Angeles Sparks","Orlando Miracle",0,0,92,84,1,0,1649.255400317766,1455.4528831956286,0.8286562990628206,1652.5173625023388,1452.190921011056,""
2002,"2002-07-22","NYL","CLE","New York Liberty","Cleveland Rockers",0,0,73,52,1,0,1544.2620043361708,1466.7585384930953,0.7123167897089955,1557.2857089949518,1453.7348338343143,""
2002,"2002-07-23","DAL","LVA","Detroit Shock","Utah Starzz",0,0,75,86,0,0,1362.132714303622,1568.3061978938265,0.3260043447122495,1353.0942642980467,1577.3446478994017,""
2002,"2002-07-23","HOU","SEA","Houston Comets","Seattle Storm",0,0,66,54,1,0,1589.4704518418016,1501.6605477473709,0.7243197899666685,1597.3774279517165,1493.753571637456,""
2002,"2002-07-23","MIA","NYL","Miami Sol","New York Liberty",0,0,54,46,1,0,1447.5875544140779,1557.2857089949518,0.4573647079172642,1461.0839941030708,1543.789269305959,""
2002,"2002-07-24","CLE","CHA","Cleveland Rockers","Charlotte Sting",0,0,66,73,0,0,1453.7348338343143,1565.2533592544107,0.4547652170618281,1444.1616692685557,1574.8265238201693,""
2002,"2002-07-24","LAS","POR","Los Angeles Sparks","Portland Fire",0,0,73,69,1,0,1652.5173625023388,1508.2453139326826,0.7843187172261143,1654.969539908758,1505.7931365262634,""
2002,"2002-07-24","MIN","LVA","Minnesota Lynx","Utah Starzz",0,0,70,62,1,0,1387.525229573902,1577.3446478994017,0.34701834513330215,1405.1958657406494,1559.6740117326542,""
2002,"2002-07-25","CHA","CLE","Charlotte Sting","Cleveland Rockers",0,0,73,83,0,0,1574.8265238201693,1444.1616692685557,0.7707735752469715,1546.7847683391128,1472.2034247496122,""
2002,"2002-07-25","DAL","WAS","Detroit Shock","Washington Mystics",0,0,64,58,1,0,1353.0942642980467,1492.231675300842,0.4157068983788762,1364.992902400092,1480.3330371987968,""
2002,"2002-07-25","HOU","MIA","Houston Comets","Miami Sol",0,0,69,60,1,0,1597.3774279517165,1461.0839941030708,0.7764479075235153,1602.2713603405018,1456.1900617142855,""
2002,"2002-07-25","CON","SEA","Orlando Miracle","Seattle Storm",0,0,76,79,0,0,1452.190921011056,1493.753571637456,0.5550912153058518,1445.835415284208,1500.1090773643039,""
2002,"2002-07-25","SAC","POR","Sacramento Monarchs","Portland Fire",0,0,81,80,1,0,1411.841330885689,1505.7931365262634,0.4799325231150397,1414.2537218351524,1503.3807455768,""
2002,"2002-07-26","IND","MIN","Indiana Fever","Minnesota Lynx",0,0,73,63,1,0,1394.493875866311,1405.1958657406494,0.5984260872466785,1405.348769266994,1394.3409723399666,""
2002,"2002-07-26","LVA","PHO","Utah Starzz","Phoenix Mercury",0,0,74,61,1,0,1559.6740117326542,1380.522922642803,0.8163473274815948,1564.8888022900373,1375.3081320854199,""
2002,"2002-07-27","CHA","DAL","Charlotte Sting","Detroit Shock",0,0,66,74,0,0,1546.7847683391128,1364.992902400092,0.8186154567618915,1520.1915884179211,1391.5860823212836,""
2002,"2002-07-27","PHO","SAC","Phoenix Mercury","Sacramento Monarchs",0,0,64,79,0,0,1375.3081320854199,1414.2537218351524,0.5588085901677691,1352.0602011044173,1437.501652816155,""
2002,"2002-07-27","POR","MIA","Portland Fire","Miami Sol",0,0,71,61,1,0,1503.3807455768,1456.1900617142855,0.6752809394757049,1511.7152340687787,1447.855573222307,""
2002,"2002-07-27","WAS","SEA","Washington Mystics","Seattle Storm",0,0,71,80,0,0,1480.3330371987968,1500.1090773643039,0.5858115240517029,1463.8138454117022,1516.6282691513984,""
2002,"2002-07-28","CLE","CON","Cleveland Rockers","Orlando Miracle",0,0,70,76,0,0,1472.2034247496122,1445.835415284208,0.6484660783253597,1458.3152956086683,1459.7235444251519,""
2002,"2002-07-28","DAL","SEA","Detroit Shock","Seattle Storm",0,0,59,72,0,0,1391.5860823212836,1516.6282691513984,0.43553980615368193,1376.7327976174925,1531.4815538551895,""
2002,"2002-07-28","LAS","IND","Los Angeles Sparks","Indiana Fever",0,0,80,62,1,0,1654.969539908758,1405.348769266994,0.869602607598852,1659.5223751930594,1400.7959339826925,""
2002,"2002-07-28","NYL","HOU","New York Liberty","Houston Comets",0,0,62,56,1,0,1543.789269305959,1602.2713603405018,0.5309272272180479,1552.6018126154104,1593.4588170310503,""
